movie_title,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent
Robin Hood,"$321,669,741.00","$105,269,730.00",32.70%,"$216,400,011.00",67.30%
The Conjuring 2,"$320,392,818.00","$102,470,008.00",32%,"$217,922,810.00",68%
Sonic the Hedgehog,"$319,715,683.00","$148,974,665.00",46.60%,"$170,741,018.00",53.40%
The Last Airbender,"$319,713,881.00","$131,772,187.00",41.20%,"$187,941,694.00",58.80%
The Conjuring,"$319,494,638.00","$137,400,141.00",43%,"$182,094,497.00",57%
The Expendables 2,"$314,975,955.00","$85,028,192.00",27%,"$229,947,763.00",73%
Knives Out,"$312,897,920.00","$165,363,234.00",52.80%,"$147,534,686.00",47.20%
Maze Runner: The Scorch Trials,"$312,296,056.00","$81,697,192.00",26.20%,"$230,598,864.00",73.80%
Resident Evil: The Final Chapter,"$312,242,626.00","$26,830,068.00",8.60%,"$285,412,558.00",91.40%
The Lego Batman Movie,"$311,950,384.00","$175,750,384.00",56.30%,"$136,200,000.00",43.70%
Little Fockers,"$310,650,585.00","$148,438,600.00",47.80%,"$162,211,985.00",52.20%
The Ex-File 3: The Return of The Exes,"$307,592,427.00","$838,959.00",0.30%,"$306,753,468.00",99.70%
The Fault in Our Stars,"$307,166,834.00","$124,872,350.00",40.70%,"$182,294,484.00",59.30%
Rise of the Guardians,"$306,941,670.00","$103,412,758.00",33.70%,"$203,528,912.00",66.30%
Annabelle: Creation,"$306,515,884.00","$102,092,201.00",33.30%,"$204,423,683.00",66.70%
Wonder,"$305,937,718.00","$132,422,809.00",43.30%,"$173,514,909.00",56.70%
Skyscraper,"$304,868,961.00","$68,420,120.00",22.40%,"$236,448,841.00",77.60%
A Good Day to Die Hard,"$304,654,182.00","$67,349,198.00",22.10%,"$237,304,984.00",77.90%
Dangal,"$303,723,636.00","$12,391,761.00",4.10%,"$291,331,875.00",95.90%
Passengers,"$303,144,152.00","$100,014,699.00",33%,"$203,129,453.00",67%
Battleship,"$303,025,485.00","$65,422,625.00",21.60%,"$237,602,860.00",78.40%
Wrath of the Titans,"$301,970,083.00","$83,670,083.00",27.70%,"$218,300,000.00",72.30%
Resident Evil: Afterlife,"$300,228,084.00","$60,128,566.00",20%,"$240,099,518.00",80%
Alice Through the Looking Glass,"$299,457,024.00","$77,041,381.00",25.70%,"$222,415,643.00",74.30%
Real Steel,"$299,268,508.00","$85,468,508.00",28.60%,"$213,800,000.00",71.40%
Ocean's Eight,"$297,718,711.00","$140,218,711.00",47.10%,"$157,500,000.00",52.90%
A Quiet Place Part II,"$297,372,261.00","$160,072,261.00",53.80%,"$137,300,000.00",46.20%
The Divergent Series: Insurgent,"$297,002,527.00","$130,179,072.00",43.80%,"$166,823,455.00",56.20%
Miss Peregrine's Home for Peculiar Children,"$296,482,446.00","$87,242,834.00",29.40%,"$209,239,612.00",70.60%
Ferdinand,"$296,069,199.00","$84,410,380.00",28.50%,"$211,658,819.00",71.50%
Shutter Island,"$294,804,195.00","$128,012,934.00",43.40%,"$166,791,261.00",56.60%
Salt,"$293,503,354.00","$118,311,368.00",40.30%,"$175,191,986.00",59.70%
Pacific Rim: Uprising,"$290,930,148.00","$59,874,525.00",20.60%,"$231,055,623.00",79.40%
Sex and the City 2,"$290,745,055.00","$95,347,692.00",32.80%,"$195,397,363.00",67.20%
Divergent,"$288,885,818.00","$150,947,895.00",52.30%,"$137,937,923.00",47.70%
Bridesmaids,"$288,383,523.00","$169,106,725.00",58.60%,"$119,276,798.00",41.40%
Maze Runner: The Death Cure,"$288,175,335.00","$58,032,443.00",20.10%,"$230,142,892.00",79.90%
Pitch Perfect 2,"$287,144,079.00","$184,296,230.00",64.20%,"$102,847,849.00",35.80%
Oblivion,"$286,168,572.00","$89,107,235.00",31.10%,"$197,061,337.00",68.90%
Elysium,"$286,140,700.00","$93,050,117.00",32.50%,"$193,090,583.00",67.50%
Elvis,"$286,040,048.00","$151,040,048.00",52.80%,"$135,000,000.00",47.20%
John Carter,"$284,139,100.00","$73,078,100.00",25.70%,"$211,061,000.00",74.30%
Turbo,"$282,570,682.00","$83,028,128.00",29.40%,"$199,542,554.00",70.60%
Paddington,"$282,370,135.00","$76,271,832.00",27%,"$206,098,303.00",73%
The Tourist,"$278,780,441.00","$67,631,157.00",24.30%,"$211,149,284.00",75.70%
Split,"$278,454,358.00","$138,291,365.00",49.70%,"$140,162,993.00",50.30%
The Bourne Legacy,"$276,144,750.00","$113,203,870.00",41%,"$162,940,880.00",59%
Mr. Peabody & Sherman,"$275,698,039.00","$111,506,430.00",40.40%,"$164,191,609.00",59.60%
Lincoln,"$275,293,450.00","$182,207,973.00",66.20%,"$93,085,477.00",33.80%
Tomb Raider,"$274,650,803.00","$58,250,803.00",21.20%,"$216,400,000.00",78.80%
The Expendables,"$274,470,394.00","$103,068,524.00",37.60%,"$171,401,870.00",62.40%
Cloudy with a Chance of Meatballs 2,"$274,325,949.00","$119,793,567.00",43.70%,"$154,532,382.00",56.30%
Grown Ups,"$271,430,189.00","$162,001,186.00",59.70%,"$109,429,003.00",40.30%
Neighbors,"$270,665,134.00","$150,157,400.00",55.50%,"$120,507,734.00",44.50%
We're the Millers,"$269,994,119.00","$150,394,119.00",55.70%,"$119,600,000.00",44.30%
Epic,"$268,426,634.00","$107,518,682.00",40.10%,"$160,907,952.00",59.90%
Exodus: Gods and Kings,"$268,175,631.00","$65,014,513.00",24.20%,"$203,161,118.00",75.80%
Knight and Day 2010 Re-release,"$261,930,436.00","$76,423,035.00",29.20%,"$185,507,401.00",70.80%
Terminator: Dark Fate,"$261,119,292.00","$62,253,077.00",23.80%,"$198,866,215.00",76.20%
The Lone Ranger,"$260,502,115.00","$89,302,115.00",34.30%,"$171,200,000.00",65.70%
Super 8,"$260,095,986.00","$127,004,179.00",48.80%,"$133,091,807.00",51.20%
Mojin: The Lost Legend,"$259,368,448.00","$1,243,810.00",0.50%,"$258,124,638.00",99.50%
Blade Runner 2049,"$259,239,658.00","$92,054,159.00",35.50%,"$167,185,499.00",64.50%
Parasite,"$258,704,857.00","$53,369,749.00",20.60%,"$205,335,108.00",79.40%
Kung Fu Yoga,"$257,743,016.00","$362,657.00",0.10%,"$257,380,359.00",99.90%
Annabelle,"$257,047,661.00","$84,273,813.00",32.80%,"$172,773,848.00",67.20%
Encanto,"$256,786,742.00","$96,093,622.00",37.40%,"$160,693,120.00",62.60%
Lost in Hong Kong,"$256,283,912.00","$1,302,281.00",0.50%,"$254,981,631.00",99.50%
Us,"$256,022,707.00","$175,084,580.00",68.40%,"$80,938,127.00",31.60%
Pegasus,"$255,863,112.00",-,-,"$255,863,112.00",100%
Halloween,"$255,485,178.00","$159,342,015.00",62.40%,"$96,143,163.00",37.60%
Get Out,"$255,407,969.00","$176,040,665.00",68.90%,"$79,367,304.00",31.10%
Baahubali 2: The Conclusion,"$254,158,390.00","$20,186,659.00",7.90%,"$233,971,731.00",92.10%
Men in Black: International,"$253,890,701.00","$80,001,807.00",31.50%,"$173,888,894.00",68.50%
X-Men: Dark Phoenix,"$252,442,974.00","$65,845,974.00",26.10%,"$186,597,000.00",73.90%
True Grit,"$252,276,927.00","$171,243,005.00",67.90%,"$81,033,922.00",32.10%
Dolittle,"$251,410,631.00","$77,047,065.00",30.60%,"$174,363,566.00",69.40%
American Hustle,"$251,171,807.00","$150,117,807.00",59.80%,"$101,054,000.00",40.20%
The Bad Guys,"$250,162,278.00","$97,233,630.00",38.90%,"$152,928,648.00",61.10%
Journey to the West: The Demons Strike Back,"$247,585,244.00","$880,346.00",0.40%,"$246,704,898.00",99.60%
Glass,"$246,999,039.00","$111,048,468.00",45%,"$135,950,571.00",55%
Grown Ups 2,"$246,984,278.00","$133,668,525.00",54.10%,"$113,315,753.00",45.90%
The Peanuts Movie,"$246,233,113.00","$130,178,411.00",52.90%,"$116,054,702.00",47.10%
Rango,"$245,724,603.00","$123,477,607.00",50.30%,"$122,246,996.00",49.70%
Teenage Mutant Ninja Turtles: Out of the Shadows,"$245,623,848.00","$82,051,601.00",33.40%,"$163,572,247.00",66.60%
Dark Shadows,"$245,527,149.00","$79,727,149.00",32.50%,"$165,800,000.00",67.50%
The Bravest,"$245,179,562.00","$290,217.00",0.10%,"$244,889,345.00",99.90%
Pixels,"$244,874,809.00","$78,747,585.00",32.20%,"$166,127,224.00",67.80%
Hercules,"$244,819,862.00","$72,688,614.00",29.70%,"$172,131,248.00",70.30%
After Earth,"$243,611,982.00","$60,522,097.00",24.80%,"$183,089,885.00",75.20%
Daddy's Home,"$242,786,137.00","$150,357,137.00",61.90%,"$92,429,000.00",38.10%
RoboCop,"$242,688,965.00","$58,607,007.00",24.10%,"$184,081,958.00",75.90%
Alien: Covenant,"$240,891,763.00","$74,262,031.00",30.80%,"$166,629,732.00",69.20%
Sully,"$240,797,623.00","$125,070,033.00",51.90%,"$115,727,590.00",48.10%
Assassin's Creed,"$240,697,856.00","$54,647,948.00",22.70%,"$186,049,908.00",77.30%
Legend of Deification,"$240,646,355.00","$214,670.00",<0.1%,"$240,431,685.00",99.90%
Resident Evil: Retribution,"$240,159,255.00","$42,345,531.00",17.60%,"$197,813,724.00",82.40%
Bullet Train,"$239,268,602.00","$103,368,602.00",43.20%,"$135,900,000.00",56.80%
Planes,"$239,258,712.00","$90,288,712.00",37.70%,"$148,970,000.00",62.30%
Crazy Rich Asians,"$238,532,921.00","$174,532,921.00",73.20%,"$64,000,000.00",26.80%
Gulliver's Travels,"$237,382,724.00","$42,779,261.00",18%,"$194,603,463.00",82%
Silver Linings Playbook,"$236,412,453.00","$132,092,958.00",55.90%,"$104,319,495.00",44.10%
Hidden Figures,"$235,956,898.00","$169,607,287.00",71.90%,"$66,349,611.00",28.10%
Spy,"$235,666,219.00","$110,825,712.00",47%,"$124,840,507.00",53%
American Reunion,"$234,989,584.00","$57,011,521.00",24.30%,"$177,978,063.00",75.70%
Alvin and the Chipmunks: The Road Chip,"$234,798,636.00","$85,886,987.00",36.60%,"$148,911,649.00",63.40%
The Imitation Game,"$233,555,708.00","$91,125,683.00",39%,"$142,430,025.00",61%
Cruella,"$233,503,234.00","$86,103,234.00",36.90%,"$147,400,000.00",63.10%
The Girl with the Dragon Tattoo,"$232,617,430.00","$102,515,793.00",44.10%,"$130,101,637.00",55.90%
Argo,"$232,325,503.00","$136,025,503.00",58.50%,"$96,300,000.00",41.50%
Annabelle Comes Home,"$231,252,591.00","$74,152,591.00",32.10%,"$157,100,000.00",67.90%
The Heat,"$229,930,771.00","$159,582,188.00",69.40%,"$70,348,583.00",30.60%
Ghostbusters,"$229,147,509.00","$128,350,574.00",56%,"$100,796,935.00",44%
Goodbye Mr. Loser,"$228,122,928.00","$1,293,626.00",0.60%,"$226,829,302.00",99.40%
Paddington 2,"$227,978,523.00","$40,891,591.00",17.90%,"$187,086,932.00",82.10%
The Green Hornet,"$227,817,248.00","$98,780,042.00",43.40%,"$129,037,206.00",56.60%
Youth,"$227,091,290.00","$1,891,956.00",0.80%,"$225,199,334.00",99.20%
Baby Driver,"$226,945,087.00","$107,825,862.00",47.50%,"$119,119,225.00",52.50%
Immortals,"$226,904,017.00","$83,504,017.00",36.80%,"$143,400,000.00",63.20%
Percy Jackson & the Olympians: The Lightning Thief,"$226,497,209.00","$88,768,303.00",39.20%,"$137,728,906.00",60.80%
Lightyear,"$226,425,420.00","$118,307,188.00",52.20%,"$108,118,232.00",47.80%
Hansel & Gretel: Witch Hunters,"$226,349,749.00","$55,703,475.00",24.60%,"$170,646,274.00",75.40%
Better Days,"$225,918,798.00","$1,921,657.00",0.90%,"$223,997,141.00",99.10%
Valerian and the City of a Thousand Planets,"$225,874,228.00","$41,189,488.00",18.20%,"$184,684,740.00",81.80%
Ford v Ferrari,"$225,508,210.00","$117,624,357.00",52.20%,"$107,883,853.00",47.80%
The Social Network,"$224,920,315.00","$96,962,694.00",43.10%,"$127,957,621.00",56.90%
Non-Stop,"$222,809,600.00","$92,168,600.00",41.40%,"$130,641,000.00",58.60%
"My Country, My Parents","$221,831,086.00","$177,133.00",<0.1%,"$221,653,953.00",99.90%
Geostorm,"$221,600,160.00","$33,700,160.00",15.20%,"$187,900,000.00",84.80%
Jungle Cruise,"$220,889,446.00","$116,987,516.00",53%,"$103,901,930.00",47%
Inferno,"$220,021,259.00","$34,343,574.00",15.60%,"$185,677,685.00",84.40%
Green Lantern,"$219,851,172.00","$116,601,172.00",53%,"$103,250,000.00",47%
Little Women,"$218,843,645.00","$108,101,214.00",49.40%,"$110,742,431.00",50.60%
Captain Phillips,"$218,791,811.00","$107,100,855.00",49%,"$111,690,956.00",51%
Jack Reacher,"$218,340,595.00","$80,070,736.00",36.70%,"$138,269,859.00",63.30%
The Emoji Movie,"$217,776,646.00","$86,089,513.00",39.50%,"$131,687,133.00",60.50%
Too Cool to Kill,"$217,254,604.00","$185,882.00",<0.1%,"$217,068,722.00",99.90%
Dracula Untold,"$217,124,280.00","$56,280,355.00",25.90%,"$160,843,925.00",74.10%
Central Intelligence,"$216,972,543.00","$127,440,871.00",58.70%,"$89,531,672.00",41.30%
The Help,"$216,639,112.00","$169,708,112.00",78.30%,"$46,931,000.00",21.70%
Valentine's Day,"$216,485,654.00","$110,485,654.00",51%,"$106,000,000.00",49%
Bad Teacher,"$216,197,492.00","$100,292,856.00",46.40%,"$115,904,636.00",53.60%
Smile,"$216,135,048.00","$105,935,048.00",49%,"$110,200,000.00",51%
A Little Red Flower,"$216,000,000.00",-,-,"$216,000,000.00",100%
The Croods: A New Age,"$215,905,815.00","$58,568,815.00",27.10%,"$157,337,000.00",72.90%
Ted 2,"$215,863,606.00","$81,476,385.00",37.70%,"$134,387,221.00",62.30%
The Sorcerer's Apprentice,"$215,283,742.00","$63,150,991.00",29.30%,"$152,132,751.00",70.70%
Just Go with It,"$214,945,591.00","$103,028,109.00",47.90%,"$111,917,482.00",52.10%
The Expendables 3,"$214,657,577.00","$39,322,544.00",18.30%,"$175,335,033.00",81.70%
Creed II,"$214,215,889.00","$115,715,889.00",54%,"$98,500,000.00",46%
Smallfoot,"$214,040,103.00","$83,240,103.00",38.90%,"$130,800,000.00",61.10%
Into the Woods,"$212,902,372.00","$128,002,372.00",60.10%,"$84,900,000.00",39.90%
Bridget Jones's Baby,"$211,952,420.00","$24,252,420.00",11.40%,"$187,700,000.00",88.60%
Battle Los Angeles,"$211,819,354.00","$83,552,429.00",39.40%,"$128,266,925.00",60.60%
Fury,"$211,817,906.00","$85,817,906.00",40.50%,"$126,000,000.00",59.50%
Due Date,"$211,780,824.00","$100,539,043.00",47.50%,"$111,241,781.00",52.50%
Nice View,"$211,019,042.00",-,-,"$211,019,042.00",100%
Horrible Bosses,"$209,838,559.00","$117,538,559.00",56%,"$92,300,000.00",44%
Us and Them,"$209,221,380.00",-,-,"$209,221,380.00",100%
Tomorrowland,"$209,035,668.00","$93,436,322.00",44.70%,"$115,599,346.00",55.30%
Me Before You,"$208,314,186.00","$56,245,075.00",27%,"$152,069,111.00",73%
Safe House,"$208,076,205.00","$126,373,434.00",60.70%,"$81,702,771.00",39.30%
Paranormal Activity 3,"$207,039,844.00","$104,028,807.00",50.20%,"$103,011,037.00",49.80%
The Conjuring: The Devil Made Me Do It,"$206,401,480.00","$65,631,050.00",31.80%,"$140,770,430.00",68.20%
Raging Fire,"$205,842,393.00","$385,305.00",0.20%,"$205,457,088.00",99.80%
London Has Fallen,"$205,754,447.00","$62,524,260.00",30.40%,"$143,230,187.00",69.60%
Journey to the West,"$205,637,183.00","$18,058.00",<0.1%,"$205,619,125.00",100%
White House Down,"$205,366,737.00","$73,103,784.00",35.60%,"$132,262,953.00",64.40%
Birds of Prey,"$205,308,611.00","$84,158,461.00",41%,"$121,150,150.00",59%
A Dog's Purpose,"$205,035,819.00","$64,508,620.00",31.50%,"$140,527,199.00",68.50%
Eat Pray Love,"$204,594,016.00","$80,574,010.00",39.40%,"$124,020,006.00",60.60%
Ghostbusters: Afterlife,"$204,334,455.00","$129,360,575.00",63.30%,"$74,973,880.00",36.70%
DC League of Super-Pets,"$203,857,117.00","$93,657,117.00",45.90%,"$110,200,000.00",54.10%
Yogi Bear,"$203,509,374.00","$100,246,011.00",49.30%,"$103,263,363.00",50.70%
Everest,"$203,427,584.00","$43,482,270.00",21.40%,"$159,945,314.00",78.60%
Arrival,"$203,388,186.00","$100,546,139.00",49.40%,"$102,842,047.00",50.60%
Need for Speed,"$203,277,636.00","$43,577,636.00",21.40%,"$159,700,000.00",78.60%
The Addams Family,"$203,044,905.00","$100,044,905.00",49.30%,"$103,000,000.00",50.70%
Straight Outta Compton,"$201,634,991.00","$161,197,785.00",79.90%,"$40,437,206.00",20.10%
21 Jump Street,"$201,585,328.00","$138,447,667.00",68.70%,"$63,137,661.00",31.30%
Percy Jackson: Sea of Monsters,"$199,850,315.00","$68,559,554.00",34.30%,"$131,290,761.00",65.70%
RED,"$199,006,387.00","$90,380,162.00",45.40%,"$108,626,225.00",54.60%
Shock Wave 2,"$198,921,659.00",-,-,"$198,921,659.00",100%
Total Recall,"$198,467,168.00","$58,877,969.00",29.70%,"$139,589,199.00",70.30%
The Island,"$198,326,350.00","$670,883.00",0.30%,"$197,655,467.00",99.70%
The Impossible,"$198,087,212.00","$19,019,882.00",9.60%,"$179,067,330.00",90.40%
Lost in Thailand,"$197,757,387.00","$57,387.00",<0.1%,"$197,700,000.00",100%
Christopher Robin,"$197,744,377.00","$99,215,042.00",50.20%,"$98,529,335.00",49.80%
Jack the Giant Slayer,"$197,687,603.00","$65,187,603.00",33%,"$132,500,000.00",67%
Smurfs: The Lost Village,"$197,183,546.00","$45,020,282.00",22.80%,"$152,163,264.00",77.20%
Chinese Doctors,"$197,143,218.00",-,-,"$197,143,218.00",100%
The Other Woman,"$196,710,396.00","$83,911,193.00",42.70%,"$112,799,203.00",57.30%
The Vow,"$196,114,570.00","$125,014,030.00",63.70%,"$71,100,540.00",36.30%
The Shape of Water,"$195,333,312.00","$63,859,435.00",32.70%,"$131,473,877.00",67.30%
Rocketman,"$195,320,400.00","$96,368,160.00",49.30%,"$98,952,240.00",50.70%
The BFG,"$195,243,411.00","$55,483,770.00",28.40%,"$139,759,641.00",71.60%
Downton Abbey,"$194,694,725.00","$96,853,865.00",49.70%,"$97,840,860.00",50.30%
The Intern,"$194,564,672.00","$75,764,672.00",38.90%,"$118,800,000.00",61.10%
Gnomeo & Juliet,"$193,967,670.00","$99,967,670.00",51.50%,"$94,000,000.00",48.50%
The Monkey King 2,"$193,678,298.00","$709,982.00",0.40%,"$192,968,316.00",99.60%
Weathering with You,"$193,337,225.00","$8,056,636.00",4.20%,"$185,280,589.00",95.80%
The Equalizer,"$192,330,738.00","$101,530,738.00",52.80%,"$90,800,000.00",47.20%
The Lego Movie 2: The Second Part,"$192,306,508.00","$105,806,508.00",55%,"$86,500,000.00",45%
Sheep Without a Shepherd,"$191,602,146.00",-,-,"$191,602,146.00",100%
The Lost City,"$190,844,029.00","$105,344,029.00",55.20%,"$85,500,000.00",44.80%
The Equalizer 2,"$190,400,157.00","$102,084,362.00",53.60%,"$88,315,795.00",46.40%
The White Storm 2: Drug Lords,"$189,396,380.00","$609,461.00",0.30%,"$188,786,919.00",99.70%
Breakup Buddies,"$189,017,596.00","$777,896.00",0.40%,"$188,239,700.00",99.60%
Abominable,"$188,623,517.00","$60,716,390.00",32.20%,"$127,907,127.00",67.80%
The Secret Life of Walter Mitty,"$188,133,322.00","$58,236,838.00",31%,"$129,896,484.00",69%
Project Gutenberg,"$188,116,796.00",-,-,"$188,116,796.00",100%
12 Years a Slave,"$187,733,202.00","$56,671,993.00",30.20%,"$131,061,209.00",69.80%
Mr. Popper's Penguins,"$187,361,754.00","$68,224,452.00",36.40%,"$119,137,302.00",63.60%
Jian Bing Man,"$186,683,536.00",-,-,"$186,683,536.00",100%
Hugo,"$185,770,160.00","$73,864,507.00",39.80%,"$111,905,653.00",60.20%
The Lion King 2011 3D Release,"$185,542,001.00","$94,242,001.00",50.80%,"$91,300,000.00",49.20%
Pitch Perfect 3,"$185,400,345.00","$104,897,530.00",56.60%,"$80,502,815.00",43.40%
Hop,"$183,953,723.00","$108,085,305.00",58.80%,"$75,868,418.00",41.20%
Bad Moms,"$183,936,074.00","$113,257,297.00",61.60%,"$70,678,777.00",38.40%
Jupiter Ascending,"$183,887,723.00","$47,387,723.00",25.80%,"$136,500,000.00",74.20%
Stand by Me Doraemon,"$183,442,714.00",-,-,"$183,442,714.00",100%
The Hitman's Bodyguard,"$183,415,183.00","$75,468,583.00",41.10%,"$107,946,600.00",58.90%
Storks,"$183,388,953.00","$72,679,278.00",39.60%,"$110,709,675.00",60.40%
Mirror Mirror,"$183,018,522.00","$64,935,167.00",35.50%,"$118,083,355.00",64.50%
From Vegas to Macau III,"$181,732,879.00",-,-,"$181,732,879.00",100%
Cliff Walkers,"$181,325,565.00","$152,972.00",<0.1%,"$181,172,593.00",99.90%
Daddy's Home 2,"$180,613,180.00","$104,029,443.00",57.60%,"$76,583,737.00",42.40%
Hacksaw Ridge,"$180,563,636.00","$67,209,615.00",37.20%,"$113,354,021.00",62.80%
The Post,"$179,769,457.00","$81,903,458.00",45.60%,"$97,865,999.00",54.40%
The Dictator,"$179,379,533.00","$59,650,222.00",33.30%,"$119,729,311.00",66.70%
Allegiant,"$179,246,868.00","$66,184,051.00",36.90%,"$113,062,817.00",63.10%
Baywatch,"$177,856,751.00","$58,060,186.00",32.60%,"$119,796,565.00",67.40%
War Horse,"$177,584,879.00","$79,884,879.00",45%,"$97,700,000.00",55%
Paranormal Activity 2,"$177,512,032.00","$84,752,907.00",47.70%,"$92,759,125.00",52.30%
The Butler,"$177,313,795.00","$116,632,095.00",65.80%,"$60,681,700.00",34.20%
The Descendants,"$177,243,185.00","$82,584,160.00",46.60%,"$94,659,025.00",53.40%
The A-Team,"$177,238,796.00","$77,222,099.00",43.60%,"$100,016,697.00",56.40%
Looper,"$176,506,819.00","$66,486,205.00",37.70%,"$110,020,614.00",62.30%
Serial (Bad) Weddings,"$176,404,493.00",-,-,"$176,404,493.00",100%
Ip Man 4: The Finale,"$176,345,966.00","$3,956,031.00",2.20%,"$172,389,935.00",97.80%
The Monkey King Havoc in Heavens Palace,"$175,835,580.00",-,-,"$175,835,580.00",100%
Cowboys & Aliens,"$174,822,325.00","$100,240,551.00",57.30%,"$74,581,774.00",42.70%
The Mule,"$174,804,407.00","$103,804,407.00",59.40%,"$71,000,000.00",40.60%
One Piece Film: Red,"$174,494,853.00","$12,775,324.00",7.30%,"$161,719,529.00",92.70%
Identity Thief,"$173,965,010.00","$134,506,920.00",77.30%,"$39,458,090.00",22.70%
The Nutcracker and the Four Realms,"$173,961,069.00","$54,858,851.00",31.50%,"$119,102,218.00",68.50%
In Time,"$173,930,596.00","$37,520,095.00",21.60%,"$136,410,501.00",78.40%
Operation Mekong,"$173,839,072.00","$800,012.00",0.50%,"$173,039,060.00",99.50%
Creed,"$173,567,581.00","$109,767,581.00",63.20%,"$63,800,000.00",36.80%
Gemini Man,"$173,469,516.00","$48,546,770.00",28%,"$124,922,746.00",72%
The Girl on the Train,"$173,185,859.00","$75,395,035.00",43.50%,"$97,790,824.00",56.50%
The Grand Budapest Hotel,"$172,936,941.00","$59,301,324.00",34.30%,"$113,635,617.00",65.70%
Jackass 3D,"$171,685,792.00","$117,229,692.00",68.30%,"$54,456,100.00",31.70%
